coin,name,id,url,date,content,userId,followerCount,likeCount,retweetCount
#DOGE,Ree🍀Freetag,1651623597797163008,https://twitter.com/bunaglorya_/status/1651623597797163008,2023-04-27 16:25:26+00:00,"RT @DogaiOff: The #DogAI team just burned $23000 worth of tokens🔥

⚜️Burning amount : 69 Billions tokens  🔥

https://t.co/9lL10VJ88r

Let's…",1428347672541286401,922,0,635
#DOGE,Jennifer Lewis,1651623522232410121,https://twitter.com/Jennife28798014/status/1651623522232410121,2023-04-27 16:25:08+00:00,RT @frog_arbitrim: 🔥All minters of NFT multiples of 100 after sold out will receive an airdrop of 0.044ETH ($80).Mint is still following th…,1545677877890662400,0,0,8
#DOGE,Nightshade,1651623378334228480,https://twitter.com/hutoret/status/1651623378334228480,2023-04-27 16:24:33+00:00,"RT @dogegonewild: 28000$ in #DOGE 💼
Retweet + ❤️ + follow 🎉 https://t.co/fWBbIHFBeF",4226412852,23,0,856
#DOGE,"Ніхто, крім нас!!! | Suiswap",1651623232397627393,https://twitter.com/Alekskhaleks/status/1651623232397627393,2023-04-27 16:23:58+00:00,"RT @HeliosExchange: #MEME coin wandering under the $HELI sunshine

Back to the journey!

#Meme #memecoin #PEPE $PEPE #AIDOGE $AIDOGE #DOGE…",831307218,7821,0,1672
#DOGE,cklarizsa | Suiswap,1651623202320420866,https://twitter.com/Aziralc_08/status/1651623202320420866,2023-04-27 16:23:51+00:00,"RT @DogaiOff: The #DogAI team just burned $23000 worth of tokens🔥

⚜️Burning amount : 69 Billions tokens  🔥

https://t.co/9lL10VJ88r

Let's…",1557742524051378176,29,0,635
#DOGE,Pragi,1651623141867950081,https://twitter.com/Pragi40891147/status/1651623141867950081,2023-04-27 16:23:37+00:00,"RT @ArunKum30812478: ADS Coin is going to Bang on Crypto World with own crypto exchange, 5Million+Community, &amp; Lot's of usecases. So my dea…",1602912555521183744,199,0,35
#DOGE,JPEGED,1651623132304744452,https://twitter.com/JPEGED2/status/1651623132304744452,2023-04-27 16:23:35+00:00,"RT @cryptelausa: 𝗧𝗼𝗽 𝟲 𝗠𝗲𝗺𝗲 𝗧𝗼𝗸𝗲𝗻𝘀 𝗕𝘆 𝗦𝗼𝗰𝗶𝗮𝗹 𝗔𝗰𝘁𝗶𝘃𝗶𝘁𝘆 𝗶𝗻 𝟮𝟬𝟮𝟯.
.
.
.
#Memecoin #MemeToken #Doge #SHIB #Floki #Kiba #DogeCoin #ShibaInu #Paw…",1598135864248438785,13,0,2
#DOGE,xoopiie♡,1651623128915910662,https://twitter.com/sofyris/status/1651623128915910662,2023-04-27 16:23:34+00:00,"RT @DogaiOff: The #DogAI team just burned $23000 worth of tokens🔥

⚜️Burning amount : 69 Billions tokens  🔥

https://t.co/9lL10VJ88r

Let's…",1414802473768820752,221,0,635
#DOGE,Annamaria 🫶,1651623023445966848,https://twitter.com/Annamar37525261/status/1651623023445966848,2023-04-27 16:23:09+00:00,"RT @TeslaDarth: We DOGE'S GOTTA RUN! 🐶🏃‍♂️🏃‍♀️🏆
#Run #Jog #FeelBetter #Exercise #RunTheDogs #Dogs #Running #DOGE $DOGE #Dogecoin #Motivatio…",1626194699651276804,163,0,1
#DOGE,Follow Us For Crypto News,1651622916193243136,https://twitter.com/blockchainbeat/status/1651622916193243136,2023-04-27 16:22:43+00:00,"Breaking crypto News:

China's Metaverse Geared Towards Work and Health – Is This the Future?

https://t.co/MuesUdtcfv
.
.
.

$btc $eth $sol $ada $ltc $avax $dot $matic $algo #xrp #xmr #bitcoin #ethereum #solana #monero #cardano #doge
https://t.co/MuesUdtcfv",1343594258465480705,72,2,0
#DOGE,Yuri Strizhov🌱,1651622915819937798,https://twitter.com/YStrizhov17903/status/1651622915819937798,2023-04-27 16:22:43+00:00,"RT @HeliosExchange: #MEME coin wandering under the $HELI sunshine

Back to the journey!

#Meme #memecoin #PEPE $PEPE #AIDOGE $AIDOGE #DOGE…",1645492283196813318,23,0,1672
#DOGE,ELLE 🌶freetag,1651622910157783040,https://twitter.com/SAME77E7/status/1651622910157783040,2023-04-27 16:22:42+00:00,"RT @DogaiOff: The #DogAI team just burned $23000 worth of tokens🔥

⚜️Burning amount : 69 Billions tokens  🔥

https://t.co/9lL10VJ88r

Let's…",1616988771626684418,119,0,635
#DOGE,Rrazatalib,1651622879744733185,https://twitter.com/rrazatalib/status/1651622879744733185,2023-04-27 16:22:34+00:00,"RT @HeliosExchange: #MEME coin wandering under the $HELI sunshine

Back to the journey!

#Meme #memecoin #PEPE $PEPE #AIDOGE $AIDOGE #DOGE…",893427221779566592,53,0,1672
#DOGE,Muhammad Lutfi,1651622871079481347,https://twitter.com/Muhamma59866692/status/1651622871079481347,2023-04-27 16:22:32+00:00,"RT @HeliosExchange: #MEME coin wandering under the $HELI sunshine

Back to the journey!

#Meme #memecoin #PEPE $PEPE #AIDOGE $AIDOGE #DOGE…",1537779138928422914,3,0,1672
#DOGE,Johana | Suiswap,1651622848186953728,https://twitter.com/JohanaA54221380/status/1651622848186953728,2023-04-27 16:22:27+00:00,"@igoarena Done
@Bigwin0415 @josip_crypto
#Giveaway  #Metamask  #Binance #BNB #Bitcoin #DOGE  #SuiNetwork #1000xgem #1000x #100x #PEPE $Pepe #SuiNetwork #Crypto #AirdropCrypto #btc #Bybit #BabyDoge #Floki #memecoins #BONE #bullbearAI #ETH #catstar #CryptoNews #Airdrops",1382628911486492674,682,0,0
#DOGE,A.I.Gen,1651622774228615168,https://twitter.com/A_I_Gen/status/1651622774228615168,2023-04-27 16:22:09+00:00,Another gain . Thanks #SQ BLOCK #W  #Baidu  #Memes  #BBBY #GME #AMC #BNYD #BIG #COIN #CVNA #SI #MARA #TSLA #AMZN #Google #Doge #shiba #BTC       #SPY #AI #OptionsTrading #AI #MSFT #AFRM https://t.co/exiY9adXMG,1258080156427653120,60,1,0
#DOGE,Quang Nguyễn | #SuiBuilderHouse in HCM,1651622740242366467,https://twitter.com/Nglq00/status/1651622740242366467,2023-04-27 16:22:01+00:00,"RT @HeliosExchange: #MEME coin wandering under the $HELI sunshine

Back to the journey!

#Meme #memecoin #PEPE $PEPE #AIDOGE $AIDOGE #DOGE…",1419710140891078694,14,0,1672
#DOGE,Jeffe 🏁,1651622710303236096,https://twitter.com/ComboCabbage/status/1651622710303236096,2023-04-27 16:21:54+00:00,"RT @formulainu: We will pay @elonmusk $0.69 in #Doge if he tweets about FINU

tell your friends &amp; your enemies https://t.co/O6DSApKReM",2709137236,170,0,21
#DOGE,Crusader,1651622646461677568,https://twitter.com/AfigE089/status/1651622646461677568,2023-04-27 16:21:39+00:00,"RT @dogegonewild: 28000$ in #DOGE 💼
Retweet + ❤️ + follow 🎉 https://t.co/fWBbIHFBeF",1199864068850540545,20,0,856
#DOGE,D o g e,1651622629273477124,https://twitter.com/hafsakhaaaan/status/1651622629273477124,2023-04-27 16:21:35+00:00,"RT @fastestcekilis: 🎁30$ #SOL FAST [3H] Giveaway🚀

⚔️To enter:
1️⃣Like❤️&amp;RT🔁
2️⃣RT+Like and tag friends last 2 retweet on @PolygonSniper…",1481286781513383938,812,0,308
#DOGE,Md Ashadul,1651622580556800001,https://twitter.com/md6767982/status/1651622580556800001,2023-04-27 16:21:23+00:00,"RT @BigDott50: Download Sidra Bank App, Own Blockchain Project ! Sign Up &amp; Mine 2 Coins Per Day, Don't Forget to Fill Invitation Code to Ge…",1597953930218332160,68,0,70
#DOGE,APRIL ULTAH HADIAH BIGWIN,1651622555361640454,https://twitter.com/win12jutadollar/status/1651622555361640454,2023-04-27 16:21:17+00:00,"RT @DogaiOff: The #DogAI team just burned $23000 worth of tokens🔥

⚜️Burning amount : 69 Billions tokens  🔥

https://t.co/9lL10VJ88r

Let's…",1533246634422697984,50,0,635
#DOGE,Catherine Weaver,1651622476252864516,https://twitter.com/MK22_2023/status/1651622476252864516,2023-04-27 16:20:58+00:00,"RT @cryptodailyTS: ""OMG ELON MUSK JUST BOUGHT A HUGE AMOUT OF DOGECOIN TODAY | WHY DID BITCOIN DUMP?""

Watch Now: https://t.co/GKWGi30TGT…",1510975053998960644,616,0,6
#DOGE,Smokinjoe,1651622440580308992,https://twitter.com/sim7360/status/1651622440580308992,2023-04-27 16:20:50+00:00,"RT @youngBeryl9: @RealFlokiInu @elonmusk 🎉Most Traded #Web3 Projects in #BNBChain Last 24 Hours🚀

🥇 $FLOKI @realflokiinu

#FLOKI &gt; #Doge +…",2902612988,141,0,12
#DOGE,Baccu Mia,1651622372095692801,https://twitter.com/Baccumia6/status/1651622372095692801,2023-04-27 16:20:33+00:00,"RT @DogeFlashWallet: 🔔‼️ Temporary notice 🔔

🚨 KOLs who messaged the old owner regarding the DOGEFLASH Whitelist negotiations, please conta…",1574183626040025088,359,0,80
#DOGE,NizaM.. Avive Citizen,1651622271084027904,https://twitter.com/GcnYasar/status/1651622271084027904,2023-04-27 16:20:09+00:00,"RT @HeliosExchange: #MEME coin wandering under the $HELI sunshine

Back to the journey!

#Meme #memecoin #PEPE $PEPE #AIDOGE $AIDOGE #DOGE…",1417596104183517185,11,0,1672
#DOGE,Harro Falk,1651622270865907712,https://twitter.com/FalkHarro/status/1651622270865907712,2023-04-27 16:20:09+00:00,RT @frog_arbitrim: 🔥All minters of NFT multiples of 100 after sold out will receive an airdrop of 0.044ETH ($80).Mint is still following th…,1512689028327424003,3,0,8
#DOGE,cardilard,1651622151852548098,https://twitter.com/nitro_243636/status/1651622151852548098,2023-04-27 16:19:41+00:00,"RT @agintender: as promised
new look of @dogecoin #doge @elonmusk 

@dogecoin x @marginx_io https://t.co/91AZy7UsuQ",1579876521770196994,14,0,14
#DOGE,geka.els,1651622076808065024,https://twitter.com/jonnynv84/status/1651622076808065024,2023-04-27 16:19:23+00:00,"RT @HeliosExchange: #MEME coin wandering under the $HELI sunshine

Back to the journey!

#Meme #memecoin #PEPE $PEPE #AIDOGE $AIDOGE #DOGE…",909180783897776132,563,0,1672
#DOGE,Cryptocurrency Price Predictions,1651622022886334464,https://twitter.com/cryptojohnsmith/status/1651622022886334464,2023-04-27 16:19:10+00:00,"✨ADA PREDICTION INDICATOR✨
Click on the link below to check the Indicator for real-time and other cryptocurrencies!
https://t.co/2KvfYcYAeL
Follow &amp; RT if you like💖

#Bitcoin #BTC #ETH #BNB #ADA #XRP #SOL #DOGE #AVAX #TRX #MATIC #Binance #prediction https://t.co/nS80WVp1F9",1264448654212919296,4507,0,0
#DOGE,Optimistic,1651621988023115779,https://twitter.com/Rewog204/status/1651621988023115779,2023-04-27 16:19:02+00:00,"RT @dogegonewild: 28000$ in #DOGE 💼
Retweet + ❤️ + follow 🎉 https://t.co/fWBbIHFBeF",893539314864447488,3,0,856
#DOGE,Savage Z,1651621983698788355,https://twitter.com/SavageTeam4ev/status/1651621983698788355,2023-04-27 16:19:01+00:00,"RT @dogegonewild: 28000$ in #DOGE 💼
Retweet + ❤️ + follow 🎉 https://t.co/fWBbIHFBeF",1216663183731150848,26,0,856
#DOGE,BDoge-1,1651621868858646529,https://twitter.com/BDoge_1/status/1651621868858646529,2023-04-27 16:18:33+00:00,"🤖🐶 BDoge-1 🐶🤖 

🚀 Be ready!!

Join the adventure of the 1st droid of the #Doge family &amp; discover a new Star Wars universe !!!

♟️Try to defeat @elonmusk in a game of Holochess 

📱 https://t.co/ffNpYTY2MQ
🐦 @BDoge_1
🎶 @BDoge_1

𝗠𝗔𝗬 𝗧𝗛𝗘 𝗙𝗢𝗥𝗖𝗘 𝗕𝗘 𝗪𝗜𝗧𝗛 𝗬𝗢𝗨 https://t.co/VgUznXy7EB",1593668755984470017,20,2,2
#DOGE,IED Mubarak 🙏🏻💙,1651621818535657473,https://twitter.com/yaALLahmwMenang/status/1651621818535657473,2023-04-27 16:18:21+00:00,"RT @aiakitainu: #AkitaInu Roadmap Updated:

✔️Akita Bard Squad is now up and running!
🔥 Get ready for our Stealth Launch 

In process:
🔜 AI…",1394541444476461057,921,0,21
#DOGE,Velvet Vanguard,1651621765607563273,https://twitter.com/Xetiu_/status/1651621765607563273,2023-04-27 16:18:09+00:00,"RT @dogegonewild: 28000$ in #DOGE 💼
Retweet + ❤️ + follow 🎉 https://t.co/fWBbIHFBeF",839964049907613696,3,0,856
#DOGE,Shahabul Alam,1651621567468806145,https://twitter.com/kathkoila/status/1651621567468806145,2023-04-27 16:17:21+00:00,"RT @DogeFlashWallet: 🔔‼️ Temporary notice 🔔

🚨 KOLs who messaged the old owner regarding the DOGEFLASH Whitelist negotiations, please conta…",1649334105212076032,4,0,80
#DOGE,waarkoopikmijncrypto.nl,1651621522950299654,https://twitter.com/wkimcnl/status/1651621522950299654,2023-04-27 16:17:11+00:00,NEWS!: https://t.co/GvsLB6s6we #crypto #bitcoin #cryptocurrency #btc #ethereum #blockchain #eth #currency #xrp #trading #price #exchange #ltc #altcoin #ico #ripple #altcoins #binance #market #ada #cardano #mining #cryptonews #sol #matic #polygon #shib #doge,230145424,1119,0,0
#DOGE,pauln023,1651621518730829829,https://twitter.com/pauln2308/status/1651621518730829829,2023-04-27 16:17:10+00:00,"RT @formulainu: We will pay @elonmusk $0.69 in #Doge if he tweets about FINU

tell your friends &amp; your enemies https://t.co/O6DSApKReM",1454049243841302535,36,0,21
#DOGE,Eric Johnson,1651621516549984256,https://twitter.com/joh27338915/status/1651621516549984256,2023-04-27 16:17:09+00:00,"RT @Crypto_Than0s: Which #crypto project are you most bullish on?
#Saitama #Shib #Doge #Floki",1642315907732246528,54,0,27
#DOGE,Zaryooo shah,1651621459284963328,https://twitter.com/ZaryoooShah/status/1651621459284963328,2023-04-27 16:16:56+00:00,"RT @rollercoin_com: Happy #Doge Day, Rollers 😄

Deposit $10 or more in $DOGE and get a 25% DISCOUNT on RLT and a chance TO WIN:

⚡ One of 5…",1626886928321880064,68,0,12077
#DOGE,DARTH TESLA,1651621458836176899,https://twitter.com/TeslaDarth/status/1651621458836176899,2023-04-27 16:16:56+00:00,"We DOGE'S GOTTA RUN! 🐶🏃‍♂️🏃‍♀️🏆
#Run #Jog #FeelBetter #Exercise #RunTheDogs #Dogs #Running #DOGE $DOGE #Dogecoin #Motivation #MotivationalSpeech @Twitter #Twitter @elonmusk https://t.co/V2GerdFqUW
#XCom #XDotCom ""The Only"" 🛡⚔️ https://t.co/o0qE4vOMce",1385269761874042882,2171,5,1
#DOGE,bitcoinl .bnb,1651621370936139779,https://twitter.com/IgorP32760252/status/1651621370936139779,2023-04-27 16:16:35+00:00,"RT @HeliosExchange: #MEME coin wandering under the $HELI sunshine

Back to the journey!

#Meme #memecoin #PEPE $PEPE #AIDOGE $AIDOGE #DOGE…",1544210013857644544,15,0,1672
#DOGE,ω,1651621307853967360,https://twitter.com/ecaxnn/status/1651621307853967360,2023-04-27 16:16:20+00:00,"RT @DogaiOff: The #DogAI team just burned $23000 worth of tokens🔥

⚜️Burning amount : 69 Billions tokens  🔥

https://t.co/9lL10VJ88r

Let's…",1511946134217842692,358,0,635
#DOGE,Cosmic Cavern,1651621288362770433,https://twitter.com/HenovoG/status/1651621288362770433,2023-04-27 16:16:15+00:00,"RT @dogegonewild: 28000$ in #DOGE 💼
Retweet + ❤️ + follow 🎉 https://t.co/fWBbIHFBeF",4076403075,9,0,856
#DOGE,𝗦𝔸ℕ𝕋𝕀𝕊 😈⏳,1651621196608294912,https://twitter.com/lokin4santis/status/1651621196608294912,2023-04-27 16:15:53+00:00,"RT @HeliosExchange: #MEME coin wandering under the $HELI sunshine

Back to the journey!

#Meme #memecoin #PEPE $PEPE #AIDOGE $AIDOGE #DOGE…",1400534618722471940,751,0,1672
#DOGE,🍀 | free tag,1651621159950221313,https://twitter.com/m_airewon/status/1651621159950221313,2023-04-27 16:15:44+00:00,"RT @izzyb0i: $80 | 1,160 JUTA ~ 36 HOURS🚦

     🔸 RT, UpVote + Add Bullish comment (+proof): 
https://t.co/aoeK2F0BHl

     🔸Quote RT the q…",1617327765027696641,150,0,1327
#DOGE,Sayem Majumdar,1651621152480198656,https://twitter.com/sayem007700/status/1651621152480198656,2023-04-27 16:15:43+00:00,"RT @BigDott50: Sent Successfully to 3 lucky winners ✅ Drop your TRC20 #USDT          address below &amp; u could Win $100 dollars 💸 

Tasks 👇👇👇…",711442704945815552,53,0,334
